book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1293,83369,83369,80497,44,316057770,9780316057780.0,"Trenton Lee Stewart, Carson Ellis",2007.0,The Mysterious Benedict Society,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",en-US,4.14,87335,93495,8420,1236,3820,16158,32050,40231,https://images.gr-assets.com/books/1342715444m/83369.jpg,https://images.gr-assets.com/books/1342715444s/83369.jpg
1297,10798416,10798416,15464655,59,316122386,9780316122380.0,Jennifer E. Smith,2012.0,The Statistical Probability of Love at First Sight,The Statistical Probability of Love at First Sight,eng,3.8,89356,95856,9595,2569,7379,25452,32106,28350,https://images.gr-assets.com/books/1337187623m/10798416.jpg,https://images.gr-assets.com/books/1337187623s/10798416.jpg
1298,59263,59263,57689,80,786836547,9780786836540.0,Jonathan Stroud,2004.0,The Golem's Eye,"The Golem's Eye (Bartimaeus, #2)",en-US,4.09,69058,74577,1656,1500,2678,13194,27306,29899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1302,8235178,8235178,13082532,56,1595143971,9781595143980.0,Beth Revis,2011.0,Across the Universe,"Across the Universe (Across the Universe, #1)",eng,3.78,94176,100748,9649,3870,8338,24592,33481,30467,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1305,297249,297249,945340,56,807508527,9780807508530.0,"Gertrude Chandler Warner, L. Kate Deal",1942.0,The Boxcar Children,"The Boxcar Children (The Boxcar Children, #1)",en-US,4.09,92916,95943,2391,2080,4487,18904,27979,42493,https://images.gr-assets.com/books/1173489650m/297249.jpg,https://images.gr-assets.com/books/1173489650s/297249.jpg
1323,769483,769483,2215929,98,60577312,9780060577320.0,Angie Sage,2005.0,Magyk,"Magyk (Septimus Heap, #1)",eng,3.8,86805,91089,4392,2917,7378,22850,29932,28012,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1324,781110,781110,212043,27,689848919,9780689848920.0,Laurie Halse Anderson,2000.0,Fever 1793,Fever 1793,en-US,3.89,81945,83612,4773,1268,4721,20863,31432,25328,https://images.gr-assets.com/books/1381743126m/781110.jpg,https://images.gr-assets.com/books/1381743126s/781110.jpg
1350,47624,47624,2067752,69,60590165,9780060590160.0,Garth Nix,2001.0,Lirael,"Lirael (Abhorsen, #2)",en-US,4.29,78903,86941,2247,700,1867,11594,30134,42646,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1351,13139,13139,880271,72,316155594,9780316155600.0,James Patterson,2006.0,School's Out Forever,"School's Out—Forever (Maximum Ride, #2)",en-US,4.16,90157,96823,3104,1342,3805,16869,30866,43941,https://images.gr-assets.com/books/1346079917m/13139.jpg,https://images.gr-assets.com/books/1346079917s/13139.jpg
1353,13206900,13206900,18390887,40,312642989,9780312642980.0,Marissa Meyer,2015.0,Winter,"Winter (The Lunar Chronicles, #4)",eng,4.49,100464,110738,17494,359,1436,9090,32666,67187,https://images.gr-assets.com/books/1470057036m/13206900.jpg,https://images.gr-assets.com/books/1470057036s/13206900.jpg
1359,12893742,12893742,16416771,60,1423140575,9781423140570.0,Rick Riordan,2012.0,The Serpent's Shadow,"The Serpent's Shadow (Kane Chronicles, #3)",eng,4.28,82757,89532,4324,483,2042,13098,29853,44056,https://images.gr-assets.com/books/1366227982m/12893742.jpg,https://images.gr-assets.com/books/1366227982s/12893742.jpg
1366,16131484,16131484,27237970,68,,,Rick Yancey,2014.0,The Infinite Sea,"The Infinite Sea (The 5th Wave, #2)",eng,3.94,78314,91051,10731,1026,4653,20427,37169,27776,https://images.gr-assets.com/books/1395351812m/16131484.jpg,https://images.gr-assets.com/books/1395351812s/16131484.jpg
1369,368468,368468,358453,51,385323069,9780385323060.0,Christopher Paul Curtis,1999.0,"Bud, Not Buddy","Bud, Not Buddy",eng,3.89,73000,75420,4032,1872,5221,17604,25451,25272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1375,12700353,12700353,17831620,75,1419701762,9781419701760.0,Jesse Andrews,2012.0,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,en-US,3.58,82270,93511,11471,4497,10268,26506,31103,21137,https://images.gr-assets.com/books/1337216932m/12700353.jpg,https://images.gr-assets.com/books/1337216932s/12700353.jpg
1387,7726143,7726143,10489950,37,62003933,9780062003940.0,"L.J. Smith, Kevin Williamson, Julie Plec",2010.0,,"Origins (The Vampire Diaries: Stefan's Diaries, #1)",en-US,4.1,59715,60888,811,2206,3884,10829,12969,31000,https://images.gr-assets.com/books/1282055412m/7726143.jpg,https://images.gr-assets.com/books/1282055412s/7726143.jpg
1391,28195,28195,1567967,82,439554004,9780439554010.0,"Cornelia Funke, Anthea Bell",2005.0,Tintenblut,"Inkspell (Inkworld, #2)",eng,3.91,82291,90308,3572,1682,5597,21565,32140,29324,https://images.gr-assets.com/books/1395358683m/28195.jpg,https://images.gr-assets.com/books/1395358683s/28195.jpg
1397,37586,37586,1866210,79,786849568,9780786849570.0,Eoin Colfer,2006.0,The Lost Colony,"The Lost Colony (Artemis Fowl, #5)",en-US,4.01,103844,108016,1569,2469,4725,22169,38160,40493,https://images.gr-assets.com/books/1360177158m/37586.jpg,https://images.gr-assets.com/books/1360177158s/37586.jpg
1398,493456,493456,3315797,52,1416951172,9781416951180.0,Scott Westerfeld,2006.0,Extras,"Extras (Uglies, #4)",en-US,3.59,85873,90780,4945,3389,10946,27336,27149,21960,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1399,144349,144349,6627890,73,399244557,9780399244550.0,John Flanagan,2005.0,The Burning Bridge,"The Burning Bridge (Ranger's Apprentice, #2)",en-US,4.28,74156,79019,2395,629,1847,11085,26331,39127,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1413,11594257,11594257,15093785,57,1907411054,9781907411050.0,Veronica Rossi,2011.0,Under the Never Sky,"Under the Never Sky (Under the Never Sky, #1)",en-GB,4.01,74029,94313,8426,2732,4772,17161,34217,35431,https://images.gr-assets.com/books/1356591725m/11594257.jpg,https://images.gr-assets.com/books/1356591725s/11594257.jpg
1416,8709523,8709523,13582370,35,1595143181,9781595143180.0,Richelle Mead,2012.0,The Golden Lily,"The Golden Lily (Bloodlines, #2)",en-US,4.36,86929,91787,6026,688,1779,10687,29356,49277,https://images.gr-assets.com/books/1360599818m/8709523.jpg,https://images.gr-assets.com/books/1360599818s/8709523.jpg
1425,10757833,10757833,11254742,60,316123528,9780316123520.0,"Kami Garcia, Margaret Stohl, Paz Pruneda",2011.0,Beautiful Chaos,"Beautiful Chaos (Caster Chronicles, #3)",en-US,3.95,69709,81492,4353,1505,4994,18812,27022,29159,https://images.gr-assets.com/books/1327878503m/10757833.jpg,https://images.gr-assets.com/books/1327878503s/10757833.jpg
1431,7996,7996,486980,86,1862301387,9781862301380.0,Brian Jacques,1986.0,Redwall,"Redwall (Redwall, #1)",eng,4.11,73918,81764,2889,1120,2911,15209,29384,33140,https://images.gr-assets.com/books/1327877368m/7996.jpg,https://images.gr-assets.com/books/1327877368s/7996.jpg
1437,7747064,7747064,7030241,44,373210132,9780373210140.0,Julie Kagawa,2010.0,The Iron Daughter,The Iron Daughter,eng,4.13,93340,96799,5131,1505,4105,17023,31360,42806,https://images.gr-assets.com/books/1271790654m/7747064.jpg,https://images.gr-assets.com/books/1271790654s/7747064.jpg
1439,12401556,12401556,17382941,87,812983602,9780812983610.0,Karen Thompson Walker,2012.0,The Age of Miracles,The Age of Miracles,eng,3.64,61296,71793,10726,1574,6625,22105,27557,13932,https://images.gr-assets.com/books/1342487370m/12401556.jpg,https://images.gr-assets.com/books/1342487370s/12401556.jpg
1445,331920,331920,3199878,45,375825444,9780375825450.0,Wendelin Van Draanen,2001.0,Flipped,Flipped,en-US,3.94,79264,81706,6209,1175,4843,19570,28606,27512,https://images.gr-assets.com/books/1388554293m/331920.jpg,https://images.gr-assets.com/books/1388554293s/331920.jpg
1452,85990,85990,3299770,50,1599900734,9781599900740.0,Shannon Hale,2005.0,Princess Academy,"Princess Academy (Princess Academy, #1)",eng,4.01,82470,87725,7803,1062,3781,18451,34060,30371,https://images.gr-assets.com/books/1349410861m/85990.jpg,https://images.gr-assets.com/books/1349410861s/85990.jpg
1453,18692431,18692431,26540216,86,553496646,9780553496640.0,"Nicola Yoon, David Yoon",2015.0,"Everything, Everything","Everything, Everything",eng,4.11,132552,150407,23712,2262,6555,25928,53989,61673,https://images.gr-assets.com/books/1450515891m/18692431.jpg,https://images.gr-assets.com/books/1450515891s/18692431.jpg
1456,2146957,2146957,2156412,31,1590388984,9781590388980.0,Brandon Mull,2008.0,Grip of the Shadow Plague,"Grip of the Shadow Plague (Fablehaven, #3)",eng,4.26,65638,67659,2862,1353,1859,8785,21812,33850,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1465,187181,187181,1336083,79,449213447,9780449213440.0,Chaim Potok,1967.0,The Chosen,The Chosen,eng,4.03,70701,73070,3495,1283,3459,13824,27376,27128,https://images.gr-assets.com/books/1403191327m/187181.jpg,https://images.gr-assets.com/books/1403191327s/187181.jpg
1472,20560137,27774758,39113604,71,1595148035,9781595148030.0,Sabaa Tahir,2015.0,An Ember in the Ashes,"An Ember in the Ashes (An Ember in the Ashes, #1)",eng,4.32,45492,94982,14542,1316,2448,10085,31685,49448,https://images.gr-assets.com/books/1417957944m/20560137.jpg,https://images.gr-assets.com/books/1417957944s/20560137.jpg
1476,297792,297792,2146706,50,64410137,9780064410140.0,"Lemony Snicket, Brett Helquist",2003.0,The Slippery Slope,"The Slippery Slope (A Series of Unfortunate Events, #10)",en-US,4.0,81362,84253,1672,926,3956,19412,29849,30110,https://images.gr-assets.com/books/1343701012m/297792.jpg,https://images.gr-assets.com/books/1343701012s/297792.jpg
1480,13831,13831,1936544,14,689878559,9780689878560.0,Tamora Pierce,1983.0,Alanna: The First Adventure,"Alanna: The First Adventure (Song of the Lioness, #1)",en-US,4.27,85699,91488,3810,1053,2308,13154,29563,45410,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1502,12812550,12812550,17961723,66,316133973,9780316133980.0,Laini Taylor,2012.0,Days of Blood & Starlight,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",en-CA,4.21,85746,99031,10724,1604,3200,13879,34953,45395,https://images.gr-assets.com/books/1461353798m/12812550.jpg,https://images.gr-assets.com/books/1461353798s/12812550.jpg
1504,144350,144350,6627896,61,399244573,9780399244580.0,John Flanagan,2006.0,"The Battle for Skandia (Ranger's Apprentice, #4)","The Battle for Skandia (Ranger's Apprentice, #4)",en-US,4.32,60959,66668,1603,594,1365,8641,21627,34441,https://images.gr-assets.com/books/1294443954m/144350.jpg,https://images.gr-assets.com/books/1294443954s/144350.jpg
1505,10576365,10576365,15483434,41,1423157370,9781423157370.0,Alexandra Bracken,2012.0,The Darkest Minds,"The Darkest Minds (The Darkest Minds, #1)",eng,4.26,83886,90772,11330,1380,3193,11844,28768,45587,https://images.gr-assets.com/books/1343178841m/10576365.jpg,https://images.gr-assets.com/books/1343178841s/10576365.jpg
1523,8525590,8525590,13392566,44,1442409053,9781442409060.0,Lauren DeStefano,2011.0,Wither,"Wither (The Chemical Garden, #1)",eng,3.81,84776,88657,7886,3105,7449,20924,28676,28503,https://images.gr-assets.com/books/1341532430m/8525590.jpg,https://images.gr-assets.com/books/1341532430s/8525590.jpg
1531,262430,262430,524491,75,043977134X,9780439771340.0,Suzanne Collins,2003.0,Gregor the Overlander,"Gregor the Overlander (Underland Chronicles, #1)",eng,3.99,66823,72486,5376,1705,3653,14937,25516,26675,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1535,33676,33676,940067,73,316155608,9780316155600.0,James Patterson,2006.0,Saving The World and Other Extreme Sports,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",en-US,4.16,75436,80114,2529,1081,3410,14312,24389,36922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1540,106085,106085,1319792,39,786838930,9780786838940.0,Melissa de la Cruz,2007.0,Masquerade,"Masquerade (Blue Bloods, #2)",en-US,3.91,76598,79673,2045,1493,5298,19716,25177,27989,https://images.gr-assets.com/books/1322287499m/106085.jpg,https://images.gr-assets.com/books/1322287499s/106085.jpg
1541,8685612,8685612,7030253,35,373210183,9780373210180.0,Julie Kagawa,2011.0,The Iron Queen,"The Iron Queen (The Iron Fey, #3)",eng,4.24,82373,85131,4580,1217,2819,12701,25786,42608,https://images.gr-assets.com/books/1321070331m/8685612.jpg,https://images.gr-assets.com/books/1321070331s/8685612.jpg
1549,324277,324277,984147,56,64410129,9780064410120.0,"Lemony Snicket, Brett Helquist",2002.0,The Carnivorous Carnival,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",en-US,3.97,83981,86894,1710,942,4280,21100,31005,29567,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1550,6574102,6574102,6767235,42,1423116399,9781423116390.0,Ally Carter,2010.0,Heist Society,"Heist Society (Heist Society, #1)",en-US,3.91,75834,78149,4814,2617,5001,16839,25668,28024,https://images.gr-assets.com/books/1359254479m/6574102.jpg,https://images.gr-assets.com/books/1359254479s/6574102.jpg
1554,59264,59264,3736193,70,786818611,9780786818620.0,Jonathan Stroud,2006.0,Ptolemy's Gate,"Ptolemy's Gate (Bartimaeus, #3)",eng,4.24,63838,68833,1783,959,1972,9826,22917,33159,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1558,6609765,6609765,6803732,41,141697170X,9781416971700.0,Sharon M. Draper,2010.0,Out of My Mind,Out of My Mind,en-US,4.37,63756,69573,10058,547,1483,7956,21472,38115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1559,12716010,12716010,14103064,59,,,Lauren Kate,2012.0,Rapture,"Rapture (Fallen, #4)",eng,4.03,79360,84367,5182,2222,5420,16312,24191,36222,https://images.gr-assets.com/books/1362339818m/12716010.jpg,https://images.gr-assets.com/books/1362339818s/12716010.jpg
1560,8564935,12180581,13433455,68,1453688935,9781453688940.0,Amanda Hocking,2010.0,Switched,"Switched (Trylle, #1)",eng,3.89,45319,80719,6341,2318,5578,18540,26661,27622,https://images.gr-assets.com/books/1288828865m/8564935.jpg,https://images.gr-assets.com/books/1288828865s/8564935.jpg
1575,3213286,33290383,3247053,77,142412147,9780142412140.0,"John Green, Maureen Johnson, Lauren Myracle",2008.0,Let It Snow: Three Holiday Romances,Let It Snow: Three Holiday Romances,eng,3.84,57632,76517,7640,1110,4837,20638,28643,21289,https://images.gr-assets.com/books/1489409554m/3213286.jpg,https://images.gr-assets.com/books/1489409554s/3213286.jpg
1583,25373,25373,929639,34,375835318,9780375835320.0,"Rachel Cohn, David Levithan",2006.0,Nick & Norah's Infinite Playlist,Nick & Norah's Infinite Playlist,en-US,3.73,60372,71514,4348,2378,6204,19509,23714,19709,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1585,9409458,9409458,6961290,76,545259088,9780545259090.0,Maggie Stiefvater,2011.0,Forever,"Forever (The Wolves of Mercy Falls, #3)",eng,3.91,85034,91288,7536,2005,6338,21233,29682,32030,https://images.gr-assets.com/books/1285771367m/9409458.jpg,https://images.gr-assets.com/books/1285771367s/9409458.jpg
1591,13667,13667,1322014,110,141650964X,9781416509650.0,Ursula K. Le Guin,1972.0,The Farthest Shore,"The Farthest Shore (Earthsea Cycle, #3)",,4.11,65626,70761,1175,765,2518,13315,25482,28681,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1604,270805,270805,262531,13,1416903569,9781416903570.0,Ellen Hopkins,2007.0,Impulse,"Impulse (Impulse, #1)",en-US,4.29,59804,62005,3125,969,2252,8580,16502,33702,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1608,7719245,7719245,6949381,39,61985848,9780061985840.0,Kiersten White,2010.0,Paranormalcy,"Paranormalcy (Paranormalcy, #1)",eng,3.91,79959,82832,5783,2417,5678,18581,26208,29948,https://images.gr-assets.com/books/1496938681m/7719245.jpg,https://images.gr-assets.com/books/1496938681s/7719245.jpg
1611,784911,784911,770911,47,1590387422,9781590387430.0,Brandon Mull,2006.0,Rise of the Evening Star,"Rise of the Evening Star (Fablehaven, #2)",,4.16,79266,81742,3381,2077,2777,12524,26994,37370,https://images.gr-assets.com/books/1386633982m/784911.jpg,https://images.gr-assets.com/books/1386633982s/784911.jpg
1614,8680278,8680278,12901545,39,1416995587,9781416995590.0,Jenny Han,2011.0,We'll Always Have Summer,"We'll Always Have Summer (Summer, #3)",en-US,4.17,68112,71387,5139,1305,3605,11571,19752,35154,https://images.gr-assets.com/books/1327054226m/8680278.jpg,https://images.gr-assets.com/books/1327054226s/8680278.jpg
1616,136782,136782,833565,113,014240165X,9780142401650.0,Anthony Horowitz,2000.0,Alex Rider: Stormbreaker,"Stormbreaker (Alex Rider, #1)",eng,3.97,67602,72339,4333,1030,3881,16378,26045,25005,https://images.gr-assets.com/books/1288354739m/136782.jpg,https://images.gr-assets.com/books/1288354739s/136782.jpg
1619,8726744,8726744,14194990,11,031613290X,9780316132910.0,Stephenie Meyer,2005.0,,"The Twilight Saga Complete Collection  (Twilight, #1-4 + 3.5)",eng,4.31,56827,57789,335,2262,2306,6572,10599,36050,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1626,5217282,5217282,3295041,12,1606410423,9781606410420.0,Brandon Mull,2009.0,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)","Secrets of the Dragon Sanctuary (Fablehaven, #4)",eng,4.35,60744,62571,2700,925,1306,6784,19284,34272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1629,13662,13662,1322146,118,689845367,9780689845370.0,Ursula K. Le Guin,1970.0,The Tombs of Atuan,"The Tombs of Atuan (Earthsea Cycle, #2)",eng,4.07,61457,66964,1730,660,2374,13303,25693,24934,https://images.gr-assets.com/books/1417900879m/13662.jpg,https://images.gr-assets.com/books/1417900879s/13662.jpg
1634,2402971,2402971,3216911,69,385733585,9780385733590.0,Michael Scott,2008.0,The Magician: The Secrets of The Immortal Nicholas Flamel,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",eng,4.09,67539,71690,2558,891,2685,13791,26201,28122,https://images.gr-assets.com/books/1320396250m/2402971.jpg,https://images.gr-assets.com/books/1320396250s/2402971.jpg
1637,9378297,9378297,14261925,50,765328658,9780765328660.0,Kendare Blake,2011.0,Anna Dressed in Blood,"Anna Dressed in Blood (Anna, #1)",en-US,3.96,72732,78236,8656,2227,4806,16096,26004,29103,https://images.gr-assets.com/books/1398637405m/9378297.jpg,https://images.gr-assets.com/books/1398637405s/9378297.jpg
1639,310146,310146,997358,51,380714752,9780380714760.0,Avi,1990.0,The True Confessions of Charlotte Doyle,The True Confessions of Charlotte Doyle,eng,3.81,67608,70206,2750,2052,5333,17956,23475,21390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1652,568645,568645,2796618,55,1423100050,9781423100060.0,Ally Carter,2007.0,Cross My Heart and Hope to Spy,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",en-US,4.13,69733,73404,3079,1351,2980,13191,23328,32554,https://images.gr-assets.com/books/1342448094m/568645.jpg,https://images.gr-assets.com/books/1342448094s/568645.jpg
1667,8492856,8492856,13014066,31,670012947,9780670012950.0,Sarah Dessen,2011.0,What Happened to Goodbye,What Happened to Goodbye,eng,3.97,69636,72976,4082,1000,3765,16998,25820,25393,https://images.gr-assets.com/books/1347810788m/8492856.jpg,https://images.gr-assets.com/books/1347810788s/8492856.jpg
1669,17020,17020,1008846,35,60541431,9780060541440.0,Maureen Johnson,2005.0,13 Little Blue Envelopes,"13 Little Blue Envelopes (Little Blue Envelope, #1)",eng,3.65,66950,70828,4329,2447,7061,20927,23036,17357,https://images.gr-assets.com/books/1375030179m/17020.jpg,https://images.gr-assets.com/books/1375030179s/17020.jpg
1671,23734628,32768522,43346673,51,1250049555,9781250049550.0,Rainbow Rowell,2015.0,Carry On,Carry On,eng,4.19,46197,87797,14621,2051,3611,12362,27273,42500,https://images.gr-assets.com/books/1429810397m/23734628.jpg,https://images.gr-assets.com/books/1429810397s/23734628.jpg
1678,13376,13376,868252,53,689852231,9780689852240.0,Nancy Farmer,2002.0,,"The House of the Scorpion (Matteo Alacran, #1)",eng,4.1,61613,65219,5419,1351,2784,10749,23275,27060,https://images.gr-assets.com/books/1401734230m/13376.jpg,https://images.gr-assets.com/books/1401734230s/13376.jpg
1696,27266,27266,27912,55,451219945,9780451219950.0,Rachel Caine,2006.0,Glass Houses,"Glass Houses (The Morganville Vampires, #1)",en-US,3.92,77454,82220,4316,2743,5916,17829,24463,31269,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1716,12971616,12971616,18055886,59,61974587,9780061974590.0,Pittacus Lore,2012.0,The Rise of Nine,"The Rise of Nine (Lorien Legacies, #3)",eng,4.2,70196,75861,4207,793,2254,12158,26601,34055,https://images.gr-assets.com/books/1331740153m/12971616.jpg,https://images.gr-assets.com/books/1331740153s/12971616.jpg
1718,5454,5454,841331,77,385731051,9780385731060.0,Ann Brashares,2003.0,The Second Summer of the Sisterhood,"The Second Summer of the Sisterhood (Sisterhood, #2)",en-US,3.78,67357,77713,2169,852,4713,24217,29115,18816,https://images.gr-assets.com/books/1467700995m/5454.jpg,https://images.gr-assets.com/books/1467700995s/5454.jpg
1720,7664334,7664334,10261814,35,1416990658,9781416990660.0,Morgan Matson,2010.0,,Amy & Roger's Epic Detour,eng,4.05,65273,71650,7453,1337,3224,13719,25917,27453,https://images.gr-assets.com/books/1327989202m/7664334.jpg,https://images.gr-assets.com/books/1327989202s/7664334.jpg
1722,34494,34494,62580,100,60012382,9780060012380.0,Terry Pratchett,2003.0,The Wee Free Men,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",eng,4.25,63635,71650,3084,618,1831,10483,24449,34269,https://images.gr-assets.com/books/1443764106m/34494.jpg,https://images.gr-assets.com/books/1443764106s/34494.jpg
1724,7402393,7402393,7168458,53,039925482X,9780399254830.0,Andrea Cremer,2010.0,Nightshade,Nightshade (Nightshade #1; Nightshade World #4),eng,4.03,69534,73076,4916,2297,4620,13283,21066,31810,https://images.gr-assets.com/books/1333400218m/7402393.jpg,https://images.gr-assets.com/books/1333400218s/7402393.jpg
1726,100464,100464,429198,71,190444248X,9781904442490.0,Cornelia Funke,1997.0,Drachenreiter,"Dragon Rider (Dragon Rider, #1)",eng,3.94,61387,65811,2077,1073,3945,16083,21263,23447,https://images.gr-assets.com/books/1328004947m/100464.jpg,https://images.gr-assets.com/books/1328004947s/100464.jpg
1737,23174274,23174274,42720997,65,62310666,9780062310670.0,Victoria Aveyard,2016.0,Glass Sword,"Glass Sword (Red Queen, #2)",eng,3.95,78405,88428,11596,1971,5390,18465,32212,30390,https://images.gr-assets.com/books/1436460934m/23174274.jpg,https://images.gr-assets.com/books/1436460934s/23174274.jpg
1738,5310515,5310515,6608018,51,385737424,9780385737420.0,Rebecca Stead,2009.0,When You Reach Me,When You Reach Me,en-US,4.08,64430,68034,9693,1136,3036,12231,24803,26828,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1743,14061955,14061955,19699752,44,805094601,9780805094600.0,Leigh Bardugo,2013.0,Siege and Storm,"Siege and Storm (Shadow and Bone, #2)",eng,4.08,78658,87539,9818,987,3180,15868,34942,32562,https://images.gr-assets.com/books/1362166252m/14061955.jpg,https://images.gr-assets.com/books/1362166252s/14061955.jpg
1745,6050678,6050678,6226342,54,1416971734,9781416971730.0,Scott Westerfeld,2009.0,Leviathan,"Leviathan (Leviathan, #1)",en-US,3.91,69065,72965,6395,2212,4654,15458,25857,24784,https://images.gr-assets.com/books/1275694232m/6050678.jpg,https://images.gr-assets.com/books/1275694232s/6050678.jpg
1760,7243142,7243142,6278088,12,1606412388,9781606412380.0,Brandon Mull,2010.0,"Fablehaven: Keys to the Demon Prison (Fablehaven, #5)","Keys to the Demon Prison (Fablehaven, #5)",eng,4.42,58481,59949,3022,803,1179,5911,16255,35801,https://images.gr-assets.com/books/1298081448m/7243142.jpg,https://images.gr-assets.com/books/1298081448s/7243142.jpg
1764,2179276,2179276,2184954,74,1423108361,9781423108370.0,Eoin Colfer,2008.0,The Time Paradox,"The Time Paradox (Artemis Fowl, #6)",en-US,4.07,61987,65609,1877,884,2750,12976,23450,25549,https://images.gr-assets.com/books/1395218526m/2179276.jpg,https://images.gr-assets.com/books/1395218526s/2179276.jpg
1766,12680907,12680907,6508730,51,803734735,9780803734740.0,Kristin Cashore,2012.0,Bitterblue,"Bitterblue (Graceling Realm, #3)",eng,4.01,74479,80120,7159,1359,4235,16099,29228,29199,https://images.gr-assets.com/books/1331532273m/12680907.jpg,https://images.gr-assets.com/books/1331532273s/12680907.jpg
