,title,author,main_genre,sub_genre,type,price,rating,num_of_people_rated,autor_api,year_public,isbn,price_euro
3839,Circe,Madeline Miller,Literature & Fiction,"Myths, Legends & Sagas",Paperback,₹324.00,4.4,74070.0,Madeline Miller,2018.0,9788381254021,3.6288
3842,"Ram - Scion Of Ikshvaku (Ram Chandra Series Book 1) (Ram Chandra, 1)",Amish Tripathi,Literature & Fiction,"Myths, Legends & Sagas",Paperback,₹299.00,4.3,20739.0,Amish Tripathi,2022.0,9356290792,3.3487999999999998
3848,ONCE UPON A BROKEN HEART,Stephanie Garber,Literature & Fiction,"Myths, Legends & Sagas",Paperback,₹479.00,4.3,14506.0,Stephanie Garber,2023.0,9781529380941,5.3648
3851,Rumi's Little Book of Life,Rumi,Literature & Fiction,Poetry,Kindle Edition,₹173.46,4.5,2096.0,Rumi,2019.0,1612832210,1.942752
3855,The Prophet,Kahlil Gibran,Literature & Fiction,Poetry,Paperback,₹76.00,4.5,588.0,Kahlil Gibran,1923.0,2290040533,0.8512
3857,Madhushala,Harivansh Rai Bachchan,Literature & Fiction,Poetry,Hardcover,₹120.00,4.5,3991.0,Harivansh Rai Bachchan,1990.0,9780140120097,1.344
3859,Selected Poems (PB),Gulzar,Literature & Fiction,Poetry,Paperback,₹137.00,4.4,1107.0,Percy Bysshe Shelley,1960.0,0435150278,1.5344
3862,Kuchh Ishq Kiya Kuchh Kaam Kiya,Piyush Mishra,Literature & Fiction,Poetry,Paperback,₹119.00,4.4,1468.0,Piyush Mishra,2016.0,8126728434,1.3328
3864,THE GIRL ON THE TRAIN,Ruskin Bond,Literature & Fiction,Poetry,Paperback,₹153.00,4.4,34.0,Paula Hawkins,2016.0,2355843139,1.7136
3872,Talkhiyan,Sahir Ludhianavi,Literature & Fiction,Poetry,Paperback,₹145.00,4.6,662.0,Sahir Ludhianvi,1992.0,,1.6239999999999999
3876,GITANJALI:RABINDRANATH TAGORE,Rabindranath Tagore,Literature & Fiction,Poetry,Paperback,₹72.00,4.4,2475.0,Rabindranath Tagore,1918.0,,0.8064
3884,An expression,Jyoti Gupta,Literature & Fiction,Poetry,Paperback,₹150.00,0.0,0.0,D. Kenneth Winebrenner,1953.0,,1.68
3886,Strings,Reema Sherin,Literature & Fiction,Poetry,Paperback,₹249.00,4.5,11.0,Wayne W. Dyer,1990.0,030810336X,2.7888
3894,Ghalib,Mirza Ghalib,Literature & Fiction,Poetry,Paperback,₹155.00,4.5,181.0,Mirza Asadullah Khan Ghalib,1991.0,8174763627,1.736
3896,Madhushala (Hindi),Harivansh Rai Bachchan,Literature & Fiction,Poetry,Kindle Edition,₹105.00,4.5,3991.0,(Harivansh Rai Bachchan),2014.0,8170284252,1.176
3906,GREAT STORIES FOR CHILDREN,Ruskin Bond,Literature & Fiction,Short Stories,Paperback,₹147.12,4.5,11776.0,Ruskin Bond,2011.0,9788129118929,1.647744
3909,Greatest Short Stories For Children,Various,Literature & Fiction,Short Stories,Paperback,₹149.00,4.2,230.0,Various,2021.0,9789354403699,1.6688
3911,White Nights,Fyodor Dostoyevsky,Literature & Fiction,Short Stories,Paperback,₹85.00,3.9,5.0,Jim Butcher,2008.0,9780451461551,0.952
3914,"Here, There and Everywhere",Murty Sudha,Literature & Fiction,Short Stories,Paperback,₹162.00,4.6,4042.0,Frederic Hamilton,1937.0,9781435332133,1.8144
3921,Men Without Women,Haruki Murakami,Literature & Fiction,Short Stories,Paperback,₹389.00,4.2,8192.0,Ernest Hemingway,1927.0,9783499102790,4.3568
3930,Unexpected Proposal,Divine Earth,Literature & Fiction,Short Stories,Kindle Edition,₹99.00,4.5,54.0,Patricia Wilson,2002.0,9780263179149,1.1088
3931,Finding my Home...,Ruchi Chandra Verma,Literature & Fiction,Short Stories,Kindle Edition,₹149.00,4.5,175.0,Natalie Arthur,2023.0,1963504089,1.6688
3933,Mother Hater,Daphne Elliot,Literature & Fiction,Short Stories,Kindle Edition,₹414.00,4.5,761.0,Daphne Elliot,2024.0,9798987436592,4.6368
3940,Meri Priya Kahaniyaan (Hindi),Amrita Pritam,Literature & Fiction,Short Stories,Kindle Edition,₹141.75,4.4,1020.0,Desconocido,,9789350642276,1.5876
3944,Black & White Board Book,Tana Hoban,Literature & Fiction,Short Stories,Board book,₹359.00,4.5,10903.0,Charles Reasoner,2011.0,161741882X,4.0208
3952,Essentials of Community Medicine Practicals,DK Mahabalaraju,Medicine & Health Sciences,Administration & Policy,Paperback,₹799.00,5.0,2.0,DK Mahabalaraju,2021.0,9789390595310,8.9488
3953,Manual of Diagnostic Ultrasound,Philip E. S. Palmer,Medicine & Health Sciences,Administration & Policy,Paperback,"₹1,380.00",4.2,74.0,World Health Organization (WHO),2013.0,9789241548571,15.456
3958,Office Management,Pillai R.S.N.,Medicine & Health Sciences,Administration & Policy,Paperback,₹240.00,4.0,21.0,Michael L. Kasavana,1984.0,9780866125505,2.688
3967,Community Medicine Buster,Gautam Sarker,Medicine & Health Sciences,Administration & Policy,Paperback,₹986.00,4.8,6.0,Gautam Sarker,2022.0,9789356961999,11.0432
3969,Nutritional Guidelines for Sportspersons,Geetanjali Bhide,Medicine & Health Sciences,Administration & Policy,Paperback,₹714.00,4.4,62.0,BHIDE GEETANJALI,2018.0,9352703456,7.9968
3970,Practical Notebook Community Medicine for Undergraduates MBBS Students,Suresh K Kotwal,Medicine & Health Sciences,Administration & Policy,Paperback,₹559.00,0.0,0.0,Suresh K. Kotwal,2022.0,9354655610,6.2608
3975,Close Your Mouth,Patrick G McKeown Patrick G. McKeown,Medicine & Health Sciences,Administration & Policy,Paperback,"₹1,078.00",4.5,660.0,Aliki,1992.0,0803744161,12.073599999999999
3978,Being a Doctor: The Art of Medicine,"MD Goldstein Faao Facs, Joel H",Medicine & Health Sciences,Administration & Policy,Paperback,₹853.00,5.0,1.0,George Fox,1659.0,,9.5536
3983,Outcome-Based Evaluation,Robert L. Schalock,Medicine & Health Sciences,Administration & Policy,Hardcover,"₹3,239.00",2.8,2.0,Robert L. Schalock,2000.0,0306450518,36.2768
3989,Left Main Coronary Revascularization,Bernardo Cortese,Medicine & Health Sciences,Administration & Policy,Paperback,"₹6,939.00",0.0,0.0,Bernardo Cortese,2022.0,3031052676,77.71679999999999
3992,Hospital Administration,DC Joshi,Medicine & Health Sciences,Administration & Policy,Paperback,"₹1,289.00",4.4,19.0,D. C. Joshi,2008.0,9390595304,14.4368
3994,HOW INNOVATION WORKS,Matt Ridley,Medicine & Health Sciences,Administration & Policy,Paperback,₹478.00,4.5,1502.0,Matt Ridley,2020.0,0062916602,5.3536
4002,Saunders Comprehensive Review for the NCLEX-RN (R) Examination (Saunders Comprehensive Review For NCLEX-RN),"CNE Silvestri, Angela E., PhD, APRN, FNP-BC",Medicine & Health Sciences,Nursing,Paperback,"₹1,000.00",4.2,2169.0,Linda Anne Silvestri,2017.0,9780721603476,11.2
4004,Adult Health Nursing-II,Sukhpal Kaur,Medicine & Health Sciences,Nursing,Paperback,₹959.00,0.0,0.0,M. J. Kumari,2022.0,9789354653209,10.7408
4005,Medical Surgical Nursing,P.K. Panwar,Medicine & Health Sciences,Nursing,Paperback,₹630.00,4.4,357.0,Mildred A. Mason,1984.0,9780023769801,7.056
4006,Pharmacology for Nurses,Padmaja Udaykumar,Medicine & Health Sciences,Nursing,Unknown Binding,₹661.00,4.6,28.0,Michael P. Adams,2016.0,0135268427,7.4032
4010,Airway Management,Rashid M Khan,Medicine & Health Sciences,Nursing,Perfect Paperback,"₹1,000.00",4.5,140.0,Ian Calder,2009.0,9780511930232,11.2
4017,Textbook of Neonatal Resuscitation (Nrp),Gary M Weiner,Medicine & Health Sciences,Nursing,Paperback,₹705.00,4.8,968.0,AHA,2021.0,9798482990278,7.896
4019,Applied Psychology for Nurses,R Sreevani,Medicine & Health Sciences,Nursing,Paperback,₹410.00,4.5,2.0,Mary F. Porter,2018.0,9781426494666,4.592
4020,Adult Health Nursing-II (Medical Surgical Nursing),MJ Kumari,Medicine & Health Sciences,Nursing,Paperback,₹762.00,4.5,16.0,KAUR,2023.0,9789354659195,8.5344
4021,TEXTBOOK OF MIDWIFERY AND GYNECOLOGICAL NURSING FOR GNM NURSING STUDENTS,Sandeep Kaur,Medicine & Health Sciences,Nursing,Paperback,₹808.00,4.3,28.0,Sandeep Kaur,2022.0,9789390619184,9.0496
4022,Essentials of Applied Microbiology for Nurses (Including Infection Control and Safety),Apurba S Sastry,Medicine & Health Sciences,Nursing,Paperback,₹598.00,4.5,14.0,Apurba S. Sastry,2022.0,9789354659386,6.6975999999999996
4023,Target High 6th Premium Edition,MUTHUVENKATACHALAM S.,Medicine & Health Sciences,Nursing,Paperback,"₹1,950.00",4.4,3361.0,Desconocido,,9390619556,21.84
4025,"Textbook of Pharmacology, Pathology & Genetics for Nurses-II",Suresh Sharma,Medicine & Health Sciences,Nursing,Paperback,₹709.00,4.7,7.0,Suresh Sharma,2022.0,9789354655692,7.9408
4030,﻿Basic Life Support (BLS) Provider Manual,Nedu,Medicine & Health Sciences,Nursing,Paperback,₹615.00,4.3,36.0,Nedu,2021.0,9781952914119,6.888
4033,COMPLETE FIRST-AID,DR. RAJESH DIXIT,Medicine & Health Sciences,Nursing,Paperback,₹120.00,4.7,4.0,Rajesh Dixit,1995.0,,1.344
4044,Textbook of Community Health Nursing-II,Prof.R.P Saxena,Medicine & Health Sciences,Nursing,Paperback,₹630.00,4.1,82.0,Shyamala D Manivannan,2018.0,9386827220,7.056
4046,Mosby's Comprehensive Review of Nursing for the NCLEX-RN® Examination (Mosby's Comprehensive Review of Nursing for NCLEX-RN Examination),Patricia M. Nugent RN  AAS  BS  MS  EdM  EdD,Medicine & Health Sciences,Nursing,Paperback,"₹3,200.00",4.6,309.0,Patricia Mary Nugent,2012.0,0323078958,35.839999999999996
4051,VIAGRA FOR MEN 100MG,Barid Ulla,Medicine & Health Sciences,Reference,Paperback,₹205.00,3.0,53.0,Jackson Carter,2019.0,9781795752466,2.296
4057,First Aid Manual,British Red Cross Society,Medicine & Health Sciences,Reference,Flexibound,₹463.10,4.4,55.0,Desconocido,1997.0,9780888505422,5.18672
4058,AWS Certified Developer - Associate Guide,Vipul Tankariya,Medicine & Health Sciences,Reference,Paperback,"₹3,484.00",3.9,52.0,Vipul Tankariya,2017.0,9781789617313,39.0208
4059,Textbook Of Color Doppler Imaging,Satish K Bhargava,Medicine & Health Sciences,Reference,Hardcover,"₹1,260.00",3.7,3.0,Satish K. Bhargava,2010.0,818448996X,14.112
4064,Child Psychology: The Modern Science,Ross Vasta,Medicine & Health Sciences,Reference,Hardcover,"₹1,180.00",0.0,0.0,Vasta,1993.0,0471585823,13.216
4066,Mosby's Comprehensive Review of Nursing for the NCLEX-RN® Examination (Mosby's Comprehensive Review of Nursing for NCLEX-RN Examination),Patricia M. Nugent RN  AAS  BS  MS  EdM  EdD,Medicine & Health Sciences,Reference,Paperback,"₹3,200.00",4.6,309.0,Patricia Mary Nugent,2012.0,0323078958,35.839999999999996
4072,JOHNSON'S MOTHER AND BABY,Tracey Godridge,Medicine & Health Sciences,Reference,Paperback,"₹2,300.00",4.7,41.0,Carol Cooper,2003.0,0751313149,25.759999999999998
4086,Atlas of Complex Orthodontics,Flavio Andres Uribe,Medicine & Health Sciences,Reference,Hardcover,"₹11,559.00",4.4,10.0,Ravindra Nanda BDS  MDS  PhD,2016.0,9780323087100,129.4608
4091,"Sparkson's Illustrated Guide to ECG Interpretation, 2nd Edition",Jorge Muniz,Medicine & Health Sciences,Reference,Paperback,"₹4,830.00",4.8,337.0,Jorge Muniz,2019.0,0996651373,54.096
4093,Handbook of Dermatological Drug Therapy,Uday Khopkar,Medicine & Health Sciences,Reference,Paperback,"₹1,495.00",4.6,14.0,Steven R. Feldman,2005.0,1842142607,16.744
4096,2023 Nelson's Pediatric Antimicrobial Therapy,John S. Bradley,Medicine & Health Sciences,Reference,Paperback,"₹1,395.00",4.8,18.0,John S. Bradley,2023.0,1610026500,15.624
4101,Basic Epidemiology,R Beaglehole,Medicine & Health Sciences,Research,Paperback,₹320.00,4.2,30.0,Antony Stewart,2018.0,9781315360768,3.584
4103,BUSINESS STATISTICS,Rahul Kumar Das,Medicine & Health Sciences,Research,Paperback,"₹1,000.00",0.0,0.0,Ken Black,1991.0,0471705632,11.2
4107,Basics in Nursing Research and Biostatistics,Sreevani Rentala,Medicine & Health Sciences,Research,Paperback,₹746.00,4.7,31.0,Sreevani Rentala,2018.0,9789352705801,8.3552
4113,ABC of Research Methodology and Applied Biostatistics,MN Parikh,Medicine & Health Sciences,Research,Paperback,₹980.00,3.7,4.0,M. N. Parikh,2008.0,8184485069,10.975999999999999
4120,Nursing Research and Statistics,Rajesh Kumar,Medicine & Health Sciences,Research,Paperback,₹505.00,4.6,9.0,Sharma Suresh,2018.0,9788131252697,5.656
4124,Ready Reckoner in Community Medicine,Dr. Mangala S.,Medicine & Health Sciences,Research,Paperback,₹900.00,4.4,3.0,Mangala S,2022.0,1636406300,10.08
4128,An Introduction to Stata for Health Researchers,Morten Frydenberg,Medicine & Health Sciences,Research,Paperback,"₹6,298.95",4.5,5.0,Svend Juul,2008.0,9781597180443,70.54823999999999
4129,AIDS in the Twenty-First Century: Disease and Globalization,T. Barnett,Medicine & Health Sciences,Research,Paperback,₹650.00,3.8,2.0,TONY BARNETT,,1403997683,7.28
4132,From Genotype to Phenotype (Human Molecular Genetics),Sue Malcolm,Medicine & Health Sciences,Research,Hardcover,"₹1,664.00",0.0,0.0,Sue Malcolm,2001.0,9780124662575,18.6368
4134,Chasing Life,Dr Sanjay Gupta,Medicine & Health Sciences,Research,Paperback,₹499.00,4.6,466.0,Sanjay Gupta,2008.0,0446194972,5.5888
4140,Oxford Handbook of Medical Statistics (Oxford Medical Handbooks),Janet L. Peacock,Medicine & Health Sciences,Research,Flexibound,"₹1,850.00",4.8,45.0,Philip Peacock,2010.0,0191652261,20.72
4146,Medical Research Writing Made Easy - A stepwise guide for research writing,Vinoth Gnana Chellaiyan,Medicine & Health Sciences,Research,Paperback,₹599.00,4.3,8.0,Vinoth Gnana Chellaiyan,2022.0,9781636405872,6.7088
4150,Exam Preparatory Manual for Undergraduates: Pathology,Ramadas Nayak,Medicine & Health Sciences,Test Preparation & Review,Paperback,"₹1,636.00",4.5,720.0,Ramadas Nayak,2016.0,9386261219,18.3232
4151,Saunders Comprehensive Review for the NCLEX-RN (R) Examination (Saunders Comprehensive Review For NCLEX-RN),"CNE Silvestri, Angela E., PhD, APRN, FNP-BC",Medicine & Health Sciences,Test Preparation & Review,Paperback,"₹1,000.00",4.2,2169.0,Linda Anne Silvestri,2017.0,9780721603476,11.2
4152,"FIRST AID FOR THE USMLE STEP 1 2023, 33E",Tao Le,Medicine & Health Sciences,Test Preparation & Review,Paperback,"₹1,462.00",4.4,92.0,Tao Le,2023.0,1264946627,16.3744
4155,Saunders Q & A Review for the NCLEX-RN® Examination,Linda Anne Silvestri,Medicine & Health Sciences,Test Preparation & Review,Paperback,"₹4,074.00",4.7,13.0,Linda Anne Silvestri ANEF FAAN,2020.0,9781974814473,45.6288
4159,Textbook of Neonatal Resuscitation (Nrp),Gary M Weiner,Medicine & Health Sciences,Test Preparation & Review,Paperback,₹705.00,4.8,968.0,AHA,2021.0,9798482990278,7.896
4161,Final Edge: Image-based Questions,Deepak Marwah,Medicine & Health Sciences,Test Preparation & Review,Paperback,"₹1,502.00",4.6,484.0,Deepak Marwah,2015.0,9352501632,16.8224
4162,Review of Preventive & Social Medicine (Including Biostatistics),VIVEK JAIN,Medicine & Health Sciences,Test Preparation & Review,Unknown Binding,"₹1,500.00",4.5,2.0,Vivek Jain,2020.0,9789389776843,16.8
4163,Companion for Final MBBS,Capt Basavaraj AP,Medicine & Health Sciences,Test Preparation & Review,Paperback,₹319.00,4.8,36.0,Singi Yatiraj,2021.0,9789354656446,3.5728
4165,Kaplan & Sadock's Concise Textbook of Clinical Psychiatry,Marcia Verduin,Medicine & Health Sciences,Test Preparation & Review,Paperback,"₹8,795.60",4.6,40.0,Desconocido,2003.0,9780781750332,98.51072
4167,500 Single Best Answers for the Medical Oncology Specialty Certificate Exam,Ailsa Sita-Lumsden,Medicine & Health Sciences,Test Preparation & Review,Paperback,"₹4,532.81",4.0,3.0,"Hughes, Daniel J.",2022.0,9780995595491,50.767472000000005
4168,Usmle Step 3 Lecture Notes 2021-2022,Kaplan Medical,Medicine & Health Sciences,Test Preparation & Review,Paperback,"₹6,350.00",4.4,93.0,Kaplan Medical,2021.0,9781506255255,71.12
4182,PG PLUS,RAMA GOPAL EDARA,Medicine & Health Sciences,Test Preparation & Review,Paperback,"₹1,199.00",3.3,3.0,Space Telescope Science Institute (U.,1985.0,,13.4288
4183,COMPANION FOR 2ND MBBS,YATIRAJ SINGI,Medicine & Health Sciences,Test Preparation & Review,Paperback,₹450.00,4.6,61.0,Yatiraj Singi,2020.0,9389776511,5.04
4185,Mosby's Comprehensive Review of Nursing for the NCLEX-RN® Examination (Mosby's Comprehensive Review of Nursing for NCLEX-RN Examination),Patricia M. Nugent RN  AAS  BS  MS  EdM  EdD,Medicine & Health Sciences,Test Preparation & Review,Paperback,"₹3,200.00",4.6,309.0,Patricia Mary Nugent,2012.0,0323078958,35.839999999999996
4214,Who Rules the World?,Noam Chomsky,Politics,Freedom & Security,Paperback,₹398.69,4.4,1260.0,Noam Chomsky,2016.0,9780241189450,4.4653279999999995
4216,On Palestine,Ilan Pappe,Politics,Freedom & Security,Paperback,₹239.00,4.6,931.0,Rashid Khalidi,2020.0,9781781259344,2.6768
4221,How the World Works,Noam Chomsky,Politics,Freedom & Security,Paperback,₹612.00,4.5,1592.0,Noam Chomsky,2011.0,9781593764272,6.8544
4224,AZADI,Arundhati Roy,Politics,Freedom & Security,Hardcover,₹324.00,4.6,817.0,Chaman Nahal,1984.0,0141007508,3.6288
4228,LONG WALK TO FREEDOM,Nelson Mandela,Politics,Freedom & Security,Paperback,₹517.00,4.6,8464.0,Nelson Mandela,1994.0,9781447275541,5.7904
4231,"Doctor and The Saint, The",Arundhati Roy,Politics,Freedom & Security,Paperback,₹194.00,4.6,847.0,Arundhati Roy,2017.0,1608467988,2.1728
4232,Snakes in the Ganga,Rajiv Malhotra,Politics,Freedom & Security,Hardcover,₹849.00,4.7,829.0,Vijaya Viswanathan (Author) Rajiv Malhotra (Author),2022.0,9789392209093,9.508799999999999
4237,My Experiments with Truth: An Autobiography,M.K. Gandhi,Politics,Freedom & Security,Paperback,₹199.00,4.4,141.0,Mohandas Karamchand Gandhi,1959.0,9788172290085,2.2288
4238,The Mitrokhin Archive II,Christopher Andrew,Politics,Freedom & Security,Paperback,₹766.00,4.5,1397.0,Christopher M. Andrew,2018.0,9780141977980,8.5792
4251,The India Way: Strategies for an Uncertain World,S. Jaishankar,Politics,International Relations & Globalization,Paperback,₹430.00,4.6,2962.0,Jaishankar,2020.0,9390163870,4.816
4253,The Art of War,Sun Tzu,Politics,International Relations & Globalization,Kindle Edition,₹51.45,4.3,3652.0,Sun Tzu,1950.0,9685146241,0.57624
4256,The World for Sale,Jack Farchy,Politics,International Relations & Globalization,Paperback,₹401.00,4.6,2766.0,Gilbert Parker,1920.0,142645211X,4.4912
4261,Who Rules the World?,Noam Chomsky,Politics,International Relations & Globalization,Paperback,₹398.69,4.4,1260.0,Noam Chomsky,2016.0,9780241189450,4.4653279999999995
4262,Rise Fall Great Powers,Paul Kennedy,Politics,International Relations & Globalization,Paperback,₹419.00,4.4,1190.0,Paul M. Kennedy,2017.0,840145123X,4.6928
4267,THE ART OF WAR,Sun Tzu,Politics,International Relations & Globalization,Paperback,₹98.00,3.9,540.0,Sun Tzu,1950.0,9685146241,1.0976
4268,On Palestine,Ilan Pappe,Politics,International Relations & Globalization,Paperback,₹239.00,4.6,931.0,Rashid Khalidi,2020.0,9781781259344,2.6768
4270,A Promised Land,Barack Obama,Politics,International Relations & Globalization,Audible Audiobook,"₹1,708.00",4.6,29378.0,Barack Obama,2020.0,9780593239049,19.1296
4272,Prisoners of Geography,Tim Marshall,Politics,International Relations & Globalization,Paperback,₹861.00,4.6,18545.0,Tim Marshall,2016.0,9788537817575,9.6432
4275,How the World Works,Noam Chomsky,Politics,International Relations & Globalization,Paperback,₹612.00,4.5,1592.0,Noam Chomsky,2011.0,9781593764272,6.8544
4282,The Shortest History of China,Linda Jaivin,Politics,International Relations & Globalization,Paperback,₹393.00,4.5,25.0,Desconocido,,9781760641122,4.4016
4286,The Mitrokhin Archive II,Christopher Andrew,Politics,International Relations & Globalization,Paperback,₹766.00,4.5,1397.0,Christopher M. Andrew,2018.0,9780141977980,8.5792
4290,Thank You for Being Late: An Optimist's Guide to Thriving in the Age of Accelerations,Thomas L. Friedman,Politics,International Relations & Globalization,Audible Audiobook,₹820.00,4.4,4512.0,Desconocido,,9864791540,9.184
4292,POLITICAL ORDER AND POLITICAL DECAY,Francis Fukuyama,Politics,International Relations & Globalization,Paperback,₹536.00,4.6,1190.0,Francis Fukuyama,2014.0,9781491584873,6.0032
4302,The Communist Manifesto,Karl Marx,Politics,Political Ideologies,Paperback,₹98.00,4.4,11916.0,David Boyle,2004.0,9780764128387,1.0976
4304,The Motorcycle Diaries,Ernesto ‘Che’ Guevara,Politics,Political Ideologies,Paperback,₹279.00,4.4,221.0,Desconocido,2005.0,,3.1248
4314,Bunch of Thoughts,M. S. Golwalkar,Politics,Political Ideologies,Hardcover,₹210.00,4.2,329.0,M. S. . Golwalkar,1980.0,,2.352
6594,Book of Woman,Osho,Society & Social Sciences,Society & Culture,Paperback,₹194.00,4.5,1213.0,Lynda Field,2001.0,0091857295,2.1728
6597,A Nation of Idiots,Daksh Tyagi,Society & Social Sciences,Society & Culture,Paperback,₹399.00,4.1,478.0,Daksh Tyagi,2019.0,9788194275015,4.4688
6607,The Coming Wave,Mustafa Suleyman,Society & Social Sciences,Society & Culture,Paperback,₹583.00,4.3,1343.0,Desconocido,2013.0,9780989228909,6.5296
6609,Annihilation of Caste,B. Ambedkar,Society & Social Sciences,Society & Culture,Paperback,₹99.00,4.6,129.0,B. R. Ambedkar,2016.0,152057150X,1.1088
6610,When Breath Becomes Air,Paul Kalanithi,Society & Social Sciences,Society & Culture,Board book,₹419.00,4.6,100836.0,Paul Kalanithi,,1785414747,4.6928
6611,"Homo Deus: A Brief History of Tomorrow Harari, Yuval Noah",Yuval Noah Harari,Society & Social Sciences,Society & Culture,Paperback,₹399.00,4.6,31645.0,Peter Cuomo,2021.0,9798753960276,4.4688
6613,Beyond Good And Evil,Friedrich Nietzsche,Society & Social Sciences,Society & Culture,Paperback,₹139.00,4.4,4784.0,Friedrich Nietzsche,2016.0,9781549737275,1.5568
6616,The Happiest Man on Earth,Eddie Jaku,Society & Social Sciences,Society & Culture,Paperback,₹389.00,4.7,15927.0,Eddie Jaku,2020.0,0063097702,4.3568
6620,The Book Of Man,Osho,Society & Social Sciences,Society & Culture,Paperback,₹200.00,4.6,561.0,Charles Dickens,1922.0,0191951323,2.2399999999999998
6624,What I Talk About When I Talk About Running,Haruki Murakami,Sports,Active Outdoor Pursuits,Paperback,₹344.00,4.4,7738.0,村上春樹,2008.0,0385681917,3.8528
6626,Seven Years In Tibet,Heinrich Harrer,Sports,Active Outdoor Pursuits,Paperback,₹340.00,4.7,404.0,Heinrich Harrer,1952.0,0586087079,3.808
6631,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher Mcdougall,Sports,Active Outdoor Pursuits,Paperback,₹345.00,4.6,23376.0,Christopher Mcdougall,2009.0,9781616642181,3.864
6632,Sports Illustrated Muhammad Ali: The Tribute,Editors of Sports Illustrated,Sports,Active Outdoor Pursuits,Hardcover,"₹1,448.00",4.6,146.0,SPORTS ILLUSTRATED (SI) MAGAZINE,1942.0,,16.2176
6633,Bushcraft 101,Dave Canterbury,Sports,Active Outdoor Pursuits,Paperback,₹450.00,4.7,23302.0,Dave Canterbury,2018.0,1440579776,5.04
6634,"Way of the Runner, The",Adharanand Finn,Sports,Active Outdoor Pursuits,Paperback,₹467.57,4.3,1251.0,Adharanand Finn,2016.0,9781681771847,5.236784
6636,WALKING THE HIMALAYAS,Levison Wood,Sports,Active Outdoor Pursuits,Paperback,₹280.00,4.5,2434.0,Walking the Himalayas,1844.0,9781473626249,3.136
6637,Into Thin Air,Jon Krakauer,Sports,Active Outdoor Pursuits,Audible Audiobook,₹569.00,4.6,19823.0,Jon Krakauer,1997.0,0613663616,6.3728
6639,Alive: The Story of the Andes Survivors,Piers Paul Read,Sports,Active Outdoor Pursuits,Audible Audiobook,₹836.00,4.5,3611.0,Piers Pau Read,2005.0,0099505177,9.363199999999999
6641,AWOL on the Appalachian Trail,David Miller,Sports,Active Outdoor Pursuits,Kindle Edition,₹114.79,4.5,7408.0,David Miller,2006.0,1595940561,1.2856480000000001
6645,EAT & RUN: My Unlikely Journey to Ultramarathon Greatness,Scott Jurek,Sports,Active Outdoor Pursuits,Paperback,"₹1,126.00",4.6,6867.0,Desconocido,,,12.6112
6647,Alive: The Story of the Andes Survivors,Piers Paul Read,Sports,Active Outdoor Pursuits,Kindle Edition,₹251.93,4.5,3614.0,Piers Pau Read,2005.0,0099505177,2.821616
6648,Old Delhi,Gaynor Barton,Sports,Active Outdoor Pursuits,Paperback,₹120.00,4.1,12.0,Gaynor Barton,2006.0,8129134764,1.344
6649,Runner's World Big Book of Marathon and,Amby Burfoot,Sports,Active Outdoor Pursuits,Paperback,"₹1,299.00",4.5,393.0,Jennifer Van Allen,2013.0,9781609615970,14.5488
6658,Annapurna: The First Conquest of an 8000-Metre Peak,Maurice Herzog,Sports,Active Outdoor Pursuits,Paperback,₹406.25,4.6,525.0,Maurice Herzog,2009.0,1409077268,4.55
6660,"26 Marathons: What I Learned About Faith, Identity, Running, and Life from My Marathon Career",Meb Keflezighi,Sports,Active Outdoor Pursuits,Paperback,₹448.88,4.6,833.0,Desconocido,,,5.027456
6663,100 Deadly Skills,Clint Emerson,Sports,Active Outdoor Pursuits,Unknown Binding,₹340.00,4.7,2193.0,Clint Emerson,2015.0,1476796068,3.808
6664,Sas Survival Guide,John ‘Lofty’ Wiseman,Sports,Active Outdoor Pursuits,Paperback,₹280.00,4.6,6002.0,"John ""Lofty"" Wiseman",2020.0,0008417571,3.136
6666,"Mud, Sweat and Tears",Bear Grylls,Sports,Active Outdoor Pursuits,Paperback,₹539.00,4.6,2166.0,Bear Grylls,2011.0,055256639X,6.0367999999999995
6674,What I Talk About When I Talk About Running,Haruki Murakami,Sports,Athletics & Gymnastics,Paperback,₹344.00,4.4,7738.0,村上春樹,2008.0,0385681917,3.8528
6677,Essentials of Strength Training and Conditioning,National Strength & Conditioning Associa Greg Haff G.Gregory Haff N. Travis Triplett G. Gregory (EDT) Haff,Sports,Athletics & Gymnastics,Hardcover,"₹1,499.00",4.6,1370.0,Greg Haff,2015.0,9781492501626,16.7888
6680,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher Mcdougall,Sports,Athletics & Gymnastics,Paperback,₹345.00,4.6,23376.0,Christopher Mcdougall,2009.0,9781616642181,3.864
6682,"Way of the Runner, The",Adharanand Finn,Sports,Athletics & Gymnastics,Paperback,₹467.57,4.3,1251.0,Adharanand Finn,2016.0,9781681771847,5.236784
6683,Anatomy of Strength Training,Pat Manocchia,Sports,Athletics & Gymnastics,Kindle Edition,₹399.00,4.4,71.0,Pat Manocchia,2010.0,1607102048,4.4688
6685,Faster Than Lightning: My Autobiography,Usain Bolt,Sports,Athletics & Gymnastics,Paperback,₹277.00,4.5,1250.0,Usain Bolt,2014.0,000737142X,3.1024
